"","original","person","timeStamp","comment"
"48","Kurt Volker: (29:28) If anyone needed to speak out publicly, I would do it. When we failed to get a timely statement about Russia’s illegal attack on Ukraine’s Navy and seizure of Ukraine sailors, I tweeted about it in order to condemn the act. If a problem arose, I knew it was my job to try to fix it. That was my perspective when I learned in May 2019, that we had a significant problem that was impeding our ability to strengthen our support for Ukraine’s new president in his effort to ramp up Ukraine’s fight against corruption and implementation of needed reforms.","Kurt Volker","29:28","If anyone needed to speak out publicly, I would do it. When we failed to get a timely statement about Russia’s illegal attack on Ukraine’s Navy and seizure of Ukraine sailors, I tweeted about it in order to condemn the act. If a problem arose, I knew it was my job to try to fix it. That was my perspective when I learned in May 2019, that we had a significant problem that was impeding our ability to strengthen our support for Ukraine’s new president in his effort to ramp up Ukraine’s fight against corruption and implementation of needed reforms."
"49","Kurt Volker: (30:04) I found myself faced with the choice to be aware of a problem and to ignore it or to accept that it was my responsibility to try to fix it. I tried to fix it. The problem was that despite the unanimous positive assessment and recommendations of those of us who were part of the US presidential delegation that attended the inauguration of President Zelensky, President Trump was receiving a different negative narrative about Ukraine and President Zelensky. That narrative was fueled by accusations from Ukraine’s then prosecutor general and conveyed to the president by former mayor, Rudy Giuliani.","Kurt Volker","30:04","I found myself faced with the choice to be aware of a problem and to ignore it or to accept that it was my responsibility to try to fix it. I tried to fix it. The problem was that despite the unanimous positive assessment and recommendations of those of us who were part of the US presidential delegation that attended the inauguration of President Zelensky, President Trump was receiving a different negative narrative about Ukraine and President Zelensky. That narrative was fueled by accusations from Ukraine’s then prosecutor general and conveyed to the president by former mayor, Rudy Giuliani."
"50","Kurt Volker: (30:44) As I previously told this committee, I became aware of the negative impact this was having on our policy efforts when four of us, who were a part of the presidential delegation to the inauguration, met as a group with President Trump on May 23rd. We stressed our finding that President Zelensky represented the best chance for getting Ukraine out of the mire of corruption that had been in for over 20 years. We urged him to invite President Zelensky to the White House. The president was very skeptical. Given Ukraine’s history of corruption, that’s understandable.","Kurt Volker","30:44","As I previously told this committee, I became aware of the negative impact this was having on our policy efforts when four of us, who were a part of the presidential delegation to the inauguration, met as a group with President Trump on May 23rd. We stressed our finding that President Zelensky represented the best chance for getting Ukraine out of the mire of corruption that had been in for over 20 years. We urged him to invite President Zelensky to the White House. The president was very skeptical. Given Ukraine’s history of corruption, that’s understandable."
"51","Kurt Volker: (31:19) He said that Ukraine was a corrupt country full of terrible people. He said, “They tried to take me down.” In the course of that conversation, he referenced conversations with Mayor Giuliani. It was clear to me that despite the positive news and recommendations being conveyed by this official delegation about the new president, President Trump had a deeply rooted negative view on your grain rooted in the past. He was receiving other information from other sources, including Mayor Giuliani, that was more negative, causing him to retain this negative view.","Kurt Volker","31:19","He said that Ukraine was a corrupt country full of terrible people. He said, “They tried to take me down.” In the course of that conversation, he referenced conversations with Mayor Giuliani. It was clear to me that despite the positive news and recommendations being conveyed by this official delegation about the new president, President Trump had a deeply rooted negative view on your grain rooted in the past. He was receiving other information from other sources, including Mayor Giuliani, that was more negative, causing him to retain this negative view."
"52","Kurt Volker: (31:53) Within a few days, on May 29th, President Trump indeed signed the congratulatory letter to President Zelensky, which included an invitation to the president to visit him at the White House. However, more than four weeks passed and we could not nail down a date for the meeting. I came to believe that the president’s long-held negative view towards Ukraine was causing hesitation in actually scheduling the meeting much as we had seen in our Oval Office discussion.","Kurt Volker","31:53","Within a few days, on May 29th, President Trump indeed signed the congratulatory letter to President Zelensky, which included an invitation to the president to visit him at the White House. However, more than four weeks passed and we could not nail down a date for the meeting. I came to believe that the president’s long-held negative view towards Ukraine was causing hesitation in actually scheduling the meeting much as we had seen in our Oval Office discussion."
"53","Kurt Volker: (32:23) After weeks of reassuring the Ukrainians that it was just a scheduling issue, I decided to tell President Zelensky that we had a problem with the information reaching President Trump from Mayor Giuliani. I did so in a bilateral meeting at a conference on Ukrainian economic reform in Toronto on July 2nd, 2019 where I led the US delegation. I suggested that he called President Trump directly in order to renew their personal relationship and to assure President Trump that he was committed to investigating and fighting corruption, things on which President Zelensky had based his presidential campaign. I was convinced that getting the two presidents to talk with each other would overcome the negative perception of Ukraine that President Trump still harbored. President Zelensky senior aid, Andriy Yermak, approached me several days later to ask to be connected to Mayor Giuliani. I agreed to make that connection. I did so because I understood that the new Ukrainian leadership wanted to convince those, like Mayor Giuliani, who believed such a negative narrative about Ukraine that times have changed and that, under President Zelensky, Ukraine is worthy of US support.","Kurt Volker","32:23","After weeks of reassuring the Ukrainians that it was just a scheduling issue, I decided to tell President Zelensky that we had a problem with the information reaching President Trump from Mayor Giuliani. I did so in a bilateral meeting at a conference on Ukrainian economic reform in Toronto on July 2nd, 2019 where I led the US delegation. I suggested that he called President Trump directly in order to renew their personal relationship and to assure President Trump that he was committed to investigating and fighting corruption, things on which President Zelensky had based his presidential campaign. I was convinced that getting the two presidents to talk with each other would overcome the negative perception of Ukraine that President Trump still harbored. President Zelensky senior aid, Andriy Yermak, approached me several days later to ask to be connected to Mayor Giuliani. I agreed to make that connection. I did so because I understood that the new Ukrainian leadership wanted to convince those, like Mayor Giuliani, who believed such a negative narrative about Ukraine that times have changed and that, under President Zelensky, Ukraine is worthy of US support."
"54","Kurt Volker: (33:36) Ukrainians believed that if they could get their own narrative across in a way that convinced Mayor Giuliani that they were serious about fighting corruption and advancing reform, Mayor Giuliani would convey that assessment to President Trump thus correcting the previous negative narrative. That made sense to me and I tried to be helpful. I made clear to the Ukrainians that Mayor Giuliani was a private citizen, the president’s personal lawyer and not representing the US government.","Kurt Volker","33:36","Ukrainians believed that if they could get their own narrative across in a way that convinced Mayor Giuliani that they were serious about fighting corruption and advancing reform, Mayor Giuliani would convey that assessment to President Trump thus correcting the previous negative narrative. That made sense to me and I tried to be helpful. I made clear to the Ukrainians that Mayor Giuliani was a private citizen, the president’s personal lawyer and not representing the US government."
"55","Kurt Volker: (34:05) Likewise, in my conversations with Mayor Giuliani, I never considered him to be speaking on the president’s behalf or giving instructions, rather, the information flow was the other way, from Ukraine to Mayor Giuliani in the hopes that this would clear up the information reaching President Trump. On July 10th after hearing from Mr. Yermak, I wrote to Mayor Giuliani to seek to get together and finally on July 19th, we met for breakfast for a longer discussion.","Kurt Volker","34:05","Likewise, in my conversations with Mayor Giuliani, I never considered him to be speaking on the president’s behalf or giving instructions, rather, the information flow was the other way, from Ukraine to Mayor Giuliani in the hopes that this would clear up the information reaching President Trump. On July 10th after hearing from Mr. Yermak, I wrote to Mayor Giuliani to seek to get together and finally on July 19th, we met for breakfast for a longer discussion."
"56","Kurt Volker: (34:32) At that meeting, I told Mr. Giuliani that in my view, the prosecutor general with whom he had been speaking, Mr. Lutsenko, was not credible and was acting in a self-serving capacity. To my surprise, Mayor Giuliani said that he had already come to that same conclusion. Mr. Giuliani also mentioned both the accusations about Vice President Biden and about interference in the 2016 election and stressed that all he wanted to see was for Ukraine to investigate what happened in the past and apply its own laws.","Kurt Volker","34:32","At that meeting, I told Mr. Giuliani that in my view, the prosecutor general with whom he had been speaking, Mr. Lutsenko, was not credible and was acting in a self-serving capacity. To my surprise, Mayor Giuliani said that he had already come to that same conclusion. Mr. Giuliani also mentioned both the accusations about Vice President Biden and about interference in the 2016 election and stressed that all he wanted to see was for Ukraine to investigate what happened in the past and apply its own laws."
"57","Kurt Volker: (35:03) … for Ukraine to investigate what happened in the past and apply its own laws. Concerning the allegations, I stress that no one in the new team governing Ukraine had anything to do with anything that may have happened in 2016. They were making television shows at the time. I also said that it’s not credible to me that former Vice President Biden would have been influenced in any way by financial or personal motives in carrying out his duties as vice president. A different issue is whether some individual Ukrainians may have attempted to influence the 2016 election or thought they could buy influence. That is at least plausible given Ukraine’s reputation for corruption, but the accusation that Vice President Biden acted inappropriately did not seem at all credible to me. After that meeting, I connected Mayor Giuliani and Mr. Yermak by text and later by phone. They met in person on August 2nd, 2019.","Kurt Volker","35:03","… for Ukraine to investigate what happened in the past and apply its own laws. Concerning the allegations, I stress that no one in the new team governing Ukraine had anything to do with anything that may have happened in 2016. They were making television shows at the time. I also said that it’s not credible to me that former Vice President Biden would have been influenced in any way by financial or personal motives in carrying out his duties as vice president. A different issue is whether some individual Ukrainians may have attempted to influence the 2016 election or thought they could buy influence. That is at least plausible given Ukraine’s reputation for corruption, but the accusation that Vice President Biden acted inappropriately did not seem at all credible to me. After that meeting, I connected Mayor Giuliani and Mr. Yermak by text and later by phone. They met in person on August 2nd, 2019."
"58","Kurt Volker: (35:59) In conversations with me following that meeting, which I did not attend, Mr. Giuliani said that he had stressed the importance of Ukraine conducting investigations into what happened in the past and Mr. Yermak stressed that he told Mr. Giuliani it is the government’s program to root out corruption and implement reforms and they would be conducting investigations as part of this process anyway. Mr. Giuliani said he believed the Ukrainian president needed to make a statement about fighting corruption and that he had discussed this with Mr. Yermak. I said, I did not think that this would be a problem since that is the government’s position anyway. I followed up with Mr. Yermak and he said that they would indeed be prepared to make a statement. He said it would reference Burisma and 2016 in a wider context of bilateral relations and rooting out corruption anyway. There was no mention of Vice President Biden. Rather in referencing Burisma and 2016 election interference, it was clear to me that he, Mr. Yermak, was only talking about whether any Ukrainians had acted inappropriately.","Kurt Volker","35:59","In conversations with me following that meeting, which I did not attend, Mr. Giuliani said that he had stressed the importance of Ukraine conducting investigations into what happened in the past and Mr. Yermak stressed that he told Mr. Giuliani it is the government’s program to root out corruption and implement reforms and they would be conducting investigations as part of this process anyway. Mr. Giuliani said he believed the Ukrainian president needed to make a statement about fighting corruption and that he had discussed this with Mr. Yermak. I said, I did not think that this would be a problem since that is the government’s position anyway. I followed up with Mr. Yermak and he said that they would indeed be prepared to make a statement. He said it would reference Burisma and 2016 in a wider context of bilateral relations and rooting out corruption anyway. There was no mention of Vice President Biden. Rather in referencing Burisma and 2016 election interference, it was clear to me that he, Mr. Yermak, was only talking about whether any Ukrainians had acted inappropriately."
"59","Kurt Volker: (37:05) At this time I was focused on our goal of getting President Zelensky and President Trump to meet with each other and I believe that their doing so would overcome the chronically negative view President Trump had towards Ukraine. I was seeking to solve the problem I saw when we met with President Trump in the Oval Office on May 23rd. As a professional diplomat, I was comfortable exploring whether there was a statement Ukraine could make about its own intentions to investigate possible corruption that would be helpful in convincing Mr. Giuliani to convey to President Trump a more positive assessment of the new leadership in Ukraine. On August 16th, Mr. Yermak shared a draft with me, which I thought looked perfectly reasonable. It did not mention Burisma or 2016 elections but was generic. Ambassador Sondland and I had a further conversation with Mr. Giuliani, who said in his view, in order to be convincing that this government represented real change in Ukraine, the statement should include specific reference to Burisma and 2016. Again, there was no mention of Vice President Biden to these conversations.","Kurt Volker","37:05","At this time I was focused on our goal of getting President Zelensky and President Trump to meet with each other and I believe that their doing so would overcome the chronically negative view President Trump had towards Ukraine. I was seeking to solve the problem I saw when we met with President Trump in the Oval Office on May 23rd. As a professional diplomat, I was comfortable exploring whether there was a statement Ukraine could make about its own intentions to investigate possible corruption that would be helpful in convincing Mr. Giuliani to convey to President Trump a more positive assessment of the new leadership in Ukraine. On August 16th, Mr. Yermak shared a draft with me, which I thought looked perfectly reasonable. It did not mention Burisma or 2016 elections but was generic. Ambassador Sondland and I had a further conversation with Mr. Giuliani, who said in his view, in order to be convincing that this government represented real change in Ukraine, the statement should include specific reference to Burisma and 2016. Again, there was no mention of Vice President Biden to these conversations."
"60","Kurt Volker: (38:14) Ambassador Sondland and I discussed these points and I edited the statement drafted by Mr. Yermak to include these points to see how it looked. I then discussed it further with Mr. Yermak. He said that for a number of reasons, including the fact that Mr. Lutsenko was still officially the prosecutor general, they did not want to mention Burisma or 2016. I agreed and the idea of putting out a statement was shelved. These were the last conversations I had about this statement, which were on or about August 17 to 18. My last contact with Mr. Giuliani according to my records was on August 13th, until he tried to reach me on September 20th after the impeachment inquiry was launched. At this time, that is to say in the middle of August, I thought the idea of issuing this statement had been definitively scrapped. In September. I was surprised to learn that there had been further discussions with Ukrainians about President Zelensky possibly making a statement in an interview with U.S. media similar to what we had discussed in August","Kurt Volker","38:14","Ambassador Sondland and I discussed these points and I edited the statement drafted by Mr. Yermak to include these points to see how it looked. I then discussed it further with Mr. Yermak. He said that for a number of reasons, including the fact that Mr. Lutsenko was still officially the prosecutor general, they did not want to mention Burisma or 2016. I agreed and the idea of putting out a statement was shelved. These were the last conversations I had about this statement, which were on or about August 17 to 18. My last contact with Mr. Giuliani according to my records was on August 13th, until he tried to reach me on September 20th after the impeachment inquiry was launched. At this time, that is to say in the middle of August, I thought the idea of issuing this statement had been definitively scrapped. In September. I was surprised to learn that there had been further discussions with Ukrainians about President Zelensky possibly making a statement in an interview with U.S. media similar to what we had discussed in August"
"61","Kurt Volker: (39:19) Since these events and since I gave my testimony on October 3rd, a great deal of additional information and perspectives have come to light. I’ve learned many things that I did not know at the time of the events in question. First, at the time I was connecting Mr. Yermak and Mr. Giuliani and discussing with Mr. Yermak and Ambassador Sondland a possible statement that could be made by the Ukrainian president, I did not know of any linkage between the hold on security assistance and Ukraine pursuing investigations. No one had ever said that to me and I never conveyed such a linkage to the Ukrainians. I oppose the hold on U.S. security assistance as soon as I learned about it on July 18th and I thought we could turn it around before the Ukrainians ever knew or became alarmed about it. I did not know the reason for the hold, but I viewed it as a U.S. policy problem that we needed to fix internally and I was confident we would do so.","Kurt Volker","39:19","Since these events and since I gave my testimony on October 3rd, a great deal of additional information and perspectives have come to light. I’ve learned many things that I did not know at the time of the events in question. First, at the time I was connecting Mr. Yermak and Mr. Giuliani and discussing with Mr. Yermak and Ambassador Sondland a possible statement that could be made by the Ukrainian president, I did not know of any linkage between the hold on security assistance and Ukraine pursuing investigations. No one had ever said that to me and I never conveyed such a linkage to the Ukrainians. I oppose the hold on U.S. security assistance as soon as I learned about it on July 18th and I thought we could turn it around before the Ukrainians ever knew or became alarmed about it. I did not know the reason for the hold, but I viewed it as a U.S. policy problem that we needed to fix internally and I was confident we would do so."
"62","Kurt Volker: (40:14) I believe the Ukrainians became aware of the hold on August 29th and not before. That date is the first time any of them asked me about the hold by forwarding an article that had been published in Politico. When I spoke to the Ukrainians about the hold after August 29th, instead of telling them that they needed to do something to get the hold released, I told them the opposite, that they should not be alarmed, it was an internal U.S. problem and we were working to get it fixed. I did not know others were conveying a different message to them around the same time. Second, I did not know about the strong concerns expressed by then national Security Advisor, John Bolton to members of his NSC staff regarding the discussion of investigations. I participated in the July 10th meeting between National Security Advisor Bolton and then Ukrainian chairman of the National Security and Defense Council, Alex Danylyuk.","Kurt Volker","40:14","I believe the Ukrainians became aware of the hold on August 29th and not before. That date is the first time any of them asked me about the hold by forwarding an article that had been published in Politico. When I spoke to the Ukrainians about the hold after August 29th, instead of telling them that they needed to do something to get the hold released, I told them the opposite, that they should not be alarmed, it was an internal U.S. problem and we were working to get it fixed. I did not know others were conveying a different message to them around the same time. Second, I did not know about the strong concerns expressed by then national Security Advisor, John Bolton to members of his NSC staff regarding the discussion of investigations. I participated in the July 10th meeting between National Security Advisor Bolton and then Ukrainian chairman of the National Security and Defense Council, Alex Danylyuk."
"63","Kurt Volker: (41:07) As I remember, the meeting was essentially over when Ambassador Sondland made a general comment about investigations. I think all of us thought it was inappropriate. The conversation did not continue and the meeting concluded. Later on in the Ward Room. I may have been engaged in a side conversation or had already left the complex because I do not recall further discussion regarding investigations or Burisma. Third, I did not understand that others believe that any investigation of Ukrainian company, Burisma, which had a history of accusations of corruption was tantamount to investigating Vice President Biden. I drew a sharp distinction between the two. It has long been U.S. policy under multiple administrations to urge Ukraine to investigate and fight internal corruption. I was quite comfortable with Ukraine making its own statement about its own policy of investigating and fighting corruption at home. At the one in person meeting I had with Mayor Giuliani on July 19th, Mayor Giuliani raised and I rejected the conspiracy theory that Vice President Biden would have been influenced in his duties as vice president by money paid to his son.","Kurt Volker","41:07","As I remember, the meeting was essentially over when Ambassador Sondland made a general comment about investigations. I think all of us thought it was inappropriate. The conversation did not continue and the meeting concluded. Later on in the Ward Room. I may have been engaged in a side conversation or had already left the complex because I do not recall further discussion regarding investigations or Burisma. Third, I did not understand that others believe that any investigation of Ukrainian company, Burisma, which had a history of accusations of corruption was tantamount to investigating Vice President Biden. I drew a sharp distinction between the two. It has long been U.S. policy under multiple administrations to urge Ukraine to investigate and fight internal corruption. I was quite comfortable with Ukraine making its own statement about its own policy of investigating and fighting corruption at home. At the one in person meeting I had with Mayor Giuliani on July 19th, Mayor Giuliani raised and I rejected the conspiracy theory that Vice President Biden would have been influenced in his duties as vice president by money paid to his son."
"64","Kurt Volker: (42:14) As I previously testified, I have known Vice President Biden for 24 years, he is an honorable man and I hold him in the highest regard. At no time was I aware of or knowingly took part in an effort to urge Ukraine to investigate former Vice President Biden. And as you know from the extensive documentation I provided, Vice President Biden was not a topic of discussion. I was not on the July 25th phone call between President Trump and President Zelensky. I was not made aware of any reference to Vice President Biden or his son by President Trump until the transcript of that call was released on September 25th, 2019. Throughout this time, I understood that there was an important distinction between Burisma and Biden and I urge the Ukrainians to maintain such a distinction. I did not know that President Trump or others had raised Vice President Biden with Ukrainians or had conflated the investigation of possible Ukrainian corruption with investigation of the former vice president.","Kurt Volker","42:14","As I previously testified, I have known Vice President Biden for 24 years, he is an honorable man and I hold him in the highest regard. At no time was I aware of or knowingly took part in an effort to urge Ukraine to investigate former Vice President Biden. And as you know from the extensive documentation I provided, Vice President Biden was not a topic of discussion. I was not on the July 25th phone call between President Trump and President Zelensky. I was not made aware of any reference to Vice President Biden or his son by President Trump until the transcript of that call was released on September 25th, 2019. Throughout this time, I understood that there was an important distinction between Burisma and Biden and I urge the Ukrainians to maintain such a distinction. I did not know that President Trump or others had raised Vice President Biden with Ukrainians or had conflated the investigation of possible Ukrainian corruption with investigation of the former vice president."
"65","Kurt Volker: (43:06) In retrospect, for the Ukrainians, it would clearly have been confusing. In hindsight, I now understand that others saw the idea of investigating possible corruption involving the Ukrainian company, Burisma, as equivalent to investigating former Vice President Biden. I saw them as very different, the former being appropriate and unremarkable. The latter being unacceptable. In retrospect, I should’ve seen that connection differently and had I done so, I would have raised my own objections. Fourth, much has been made of the term, “three amigos” in reference to Secretary Perry, Ambassador Sondland and myself. I’ve never used that term and frankly cringe when I hear it because for me, the “three amigos” will always refer to Senator McCain, Senator Lieberman and Senator Graham in reference to their work to support the surge in Iraq. Moreover, I was never aware of any designation by President Trump or anyone else putting Ambassador Sondland or the three of us as a group in charge of Ukraine policy.","Kurt Volker","43:06","In retrospect, for the Ukrainians, it would clearly have been confusing. In hindsight, I now understand that others saw the idea of investigating possible corruption involving the Ukrainian company, Burisma, as equivalent to investigating former Vice President Biden. I saw them as very different, the former being appropriate and unremarkable. The latter being unacceptable. In retrospect, I should’ve seen that connection differently and had I done so, I would have raised my own objections. Fourth, much has been made of the term, “three amigos” in reference to Secretary Perry, Ambassador Sondland and myself. I’ve never used that term and frankly cringe when I hear it because for me, the “three amigos” will always refer to Senator McCain, Senator Lieberman and Senator Graham in reference to their work to support the surge in Iraq. Moreover, I was never aware of any designation by President Trump or anyone else putting Ambassador Sondland or the three of us as a group in charge of Ukraine policy."
"66","Kurt Volker: (44:03) Rather, as I understood it, each of us in our own respective official capacities continued to work together after our attendance of President Zelensky’s inauguration to push for greater U.S. support for Ukraine. Leading the diplomacy around Ukraine negotiations have long been my official responsibility, but I welcomed the added support and influence of a cabinet member and our EU ambassador. Fifth, I was not aware that Ambassador Sondland spoke with President Trump on July 26th, while Ambassador Taylor and I were visiting the conflict zone. Mr. Chairman, members of the committee, allow me to thank you again for the opportunity to provide this testimony. I believe that U.S. foreign policy and national security interest in Ukraine are of critical importance and I’d be pleased to answer your questions. Thank you.","Kurt Volker","44:03","Rather, as I understood it, each of us in our own respective official capacities continued to work together after our attendance of President Zelensky’s inauguration to push for greater U.S. support for Ukraine. Leading the diplomacy around Ukraine negotiations have long been my official responsibility, but I welcomed the added support and influence of a cabinet member and our EU ambassador. Fifth, I was not aware that Ambassador Sondland spoke with President Trump on July 26th, while Ambassador Taylor and I were visiting the conflict zone. Mr. Chairman, members of the committee, allow me to thank you again for the opportunity to provide this testimony. I believe that U.S. foreign policy and national security interest in Ukraine are of critical importance and I’d be pleased to answer your questions. Thank you."
"67","Adam Schiff: (44:50) Thank you gentlemen for your opening statements, we’ll now proceed to the first round of questions. As detailed in the memo provided to the committee members, there’ll be 45 minutes of questions conducted by the chairman or majority counsel followed by 45 minutes for the ranking member or minority counsel. Following that, unless I specify additional equal time for extended questioning, we’ll proceed under the five minute rule and every member will have a chance to ask questions. I now recognize myself or counsel for the first round of questions.","Adam Schiff","44:50","Thank you gentlemen for your opening statements, we’ll now proceed to the first round of questions. As detailed in the memo provided to the committee members, there’ll be 45 minutes of questions conducted by the chairman or majority counsel followed by 45 minutes for the ranking member or minority counsel. Following that, unless I specify additional equal time for extended questioning, we’ll proceed under the five minute rule and every member will have a chance to ask questions. I now recognize myself or counsel for the first round of questions."
"68","Adam Schiff: (45:23) Ambassador Volker, I was going to just yield to the minority counsel, but there are a couple points that you made in your opening statement that I wanted to ask about first. First you said that now, former Attorney General Lutsenko was not credible. Mr. Lutsenko is the author of a number of allegations against Ambassador Yovanovitch, a number of allegations that were shared with John Solomon of The Hill, a number of allegations that have been repeatedly brought up by my Republican colleagues. Why is it that you found Mr. Lutsenko not credible and told Mr. Giuliani?","Adam Schiff","45:23","Ambassador Volker, I was going to just yield to the minority counsel, but there are a couple points that you made in your opening statement that I wanted to ask about first. First you said that now, former Attorney General Lutsenko was not credible. Mr. Lutsenko is the author of a number of allegations against Ambassador Yovanovitch, a number of allegations that were shared with John Solomon of The Hill, a number of allegations that have been repeatedly brought up by my Republican colleagues. Why is it that you found Mr. Lutsenko not credible and told Mr. Giuliani?"
"69","Kurt Volker: (46:06) Thank you, Mr. Chairman. First off, the allegations themselves, including those against Ambassador Yovanovitch did not appear to me to be credible at all. I know her to be an incredibly competent professional. Someone I’ve worked with for many, many years. The suggestions that she was acting in some inappropriate manner were not credible to me. I’ve known Vice President Biden for a long time. Those accusations were not credible. And then separate from that, I also was aware of the political situation in Ukraine. We had a situation where President Poroshenko appeared to not be in a favorable position going into the elections. Where it was increasingly apparent then candidate Zelensky was going to win. As is often the case in Ukraine, a change in power would mean change in prosecutorial powers as well. And there have been efforts in the past at prosecuting the previous government.","Kurt Volker","46:06","Thank you, Mr. Chairman. First off, the allegations themselves, including those against Ambassador Yovanovitch did not appear to me to be credible at all. I know her to be an incredibly competent professional. Someone I’ve worked with for many, many years. The suggestions that she was acting in some inappropriate manner were not credible to me. I’ve known Vice President Biden for a long time. Those accusations were not credible. And then separate from that, I also was aware of the political situation in Ukraine. We had a situation where President Poroshenko appeared to not be in a favorable position going into the elections. Where it was increasingly apparent then candidate Zelensky was going to win. As is often the case in Ukraine, a change in power would mean change in prosecutorial powers as well. And there have been efforts in the past at prosecuting the previous government."
"70","Kurt Volker: (47:05) I think Mr. Lutsenko in my estimation, and I said this to Mayor Giuliani when I met with him, was interested in preserving his own position. He wanted to avoid being fired by a new government in order to prevent prosecution of himself, possible prosecution of himself. Possibly also this is something that President Poroshenko would’ve welcomed as well because he probably would have avoided any efforts to prosecute President Poroshenko as well. So by making allegations like this and making sure they were reaching U.S. media, I think that Mr. Lutsenko was trying to make himself appear to be an important and influential player in the United States.","Kurt Volker","47:05","I think Mr. Lutsenko in my estimation, and I said this to Mayor Giuliani when I met with him, was interested in preserving his own position. He wanted to avoid being fired by a new government in order to prevent prosecution of himself, possible prosecution of himself. Possibly also this is something that President Poroshenko would’ve welcomed as well because he probably would have avoided any efforts to prosecute President Poroshenko as well. So by making allegations like this and making sure they were reaching U.S. media, I think that Mr. Lutsenko was trying to make himself appear to be an important and influential player in the United States."
"71","Adam Schiff: (47:45) Ambassador, let me also ask you about the allegations against Joe Biden because that has been a continuing refrain from some of my colleagues as well. Why was it you found the allegations against Joe Biden related to his son or Burisma not to be believed?","Adam Schiff","47:45","Ambassador, let me also ask you about the allegations against Joe Biden because that has been a continuing refrain from some of my colleagues as well. Why was it you found the allegations against Joe Biden related to his son or Burisma not to be believed?"
"72","Kurt Volker: (48:01) Simply because I’ve known Vice President, former Vice President Biden for a long time. I know how he respects his duties of higher office and it’s just not credible to me that a Vice President of the United States is going to do anything other than act as how he sees best for the national interest.","Kurt Volker","48:01","Simply because I’ve known Vice President, former Vice President Biden for a long time. I know how he respects his duties of higher office and it’s just not credible to me that a Vice President of the United States is going to do anything other than act as how he sees best for the national interest."
"73","Adam Schiff: (48:21) And finally, Ambassador, before I turn it over, I was struck by something you said on page eight of your statement, which reads, “In hindsight, I now understand that others saw the idea of investigating possible corruption involving the Ukrainian company, Burisma as equivalent to investigating former Vice President Biden. I saw them as different, the former being appropriate and unremarkable. The latter being unacceptable. In retrospect,” you said, “I should have seen that connection differently and had I done so I would have raised my own objections.” What is it now, Ambassador, in retrospect, that you recognize that you didn’t at this time that leads you to conclude that you would or should have raised these objections?","Adam Schiff","48:21","And finally, Ambassador, before I turn it over, I was struck by something you said on page eight of your statement, which reads, “In hindsight, I now understand that others saw the idea of investigating possible corruption involving the Ukrainian company, Burisma as equivalent to investigating former Vice President Biden. I saw them as different, the former being appropriate and unremarkable. The latter being unacceptable. In retrospect,” you said, “I should have seen that connection differently and had I done so I would have raised my own objections.” What is it now, Ambassador, in retrospect, that you recognize that you didn’t at this time that leads you to conclude that you would or should have raised these objections?"
"74","Kurt Volker: (49:07) Yeah. That others did not see the distinction between these things as I saw it. As I said, there is a history of corruption in Ukraine. There’s a history with the company of Burisma that’s been investigated. That is well known. There is a separate allegation about the vice president acting inappropriately. His son was a board member of this company, but those things I saw as completely distinct .and what I was trying to do in working with Ukrainians was to thread a needle to see whether things that they can do that are appropriate and reasonable as part of Ukraine’s own policy of fighting corruption. That helped clarify for our President that are committed to that very effort. If there’s a way to thread that needle, I thought it was worth the effort to try to solve that problem. As it turns out, I now understand that most of the other people didn’t see or didn’t consider this distinction, that for them it was synonymous.","Kurt Volker","49:07","Yeah. That others did not see the distinction between these things as I saw it. As I said, there is a history of corruption in Ukraine. There’s a history with the company of Burisma that’s been investigated. That is well known. There is a separate allegation about the vice president acting inappropriately. His son was a board member of this company, but those things I saw as completely distinct .and what I was trying to do in working with Ukrainians was to thread a needle to see whether things that they can do that are appropriate and reasonable as part of Ukraine’s own policy of fighting corruption. That helped clarify for our President that are committed to that very effort. If there’s a way to thread that needle, I thought it was worth the effort to try to solve that problem. As it turns out, I now understand that most of the other people didn’t see or didn’t consider this distinction, that for them it was synonymous."
"75","Adam Schiff: (50:11) Well, one of those people who sought synonymous turns out to be the President of the United States. I take it you didn’t know until the call record was released that the President in that call doesn’t raise Burisma, He asked for an investigation of the Bidens, is that right?","Adam Schiff","50:11","Well, one of those people who sought synonymous turns out to be the President of the United States. I take it you didn’t know until the call record was released that the President in that call doesn’t raise Burisma, He asked for an investigation of the Bidens, is that right?"
"76","Kurt Volker: (50:26) That is correct.","Kurt Volker","50:26","That is correct."
"77","Adam Schiff: (50:29) I take it since you say that you acknowledge that asking for an investigation of the Bidens would have been unacceptable and objectionable. That had the President asked you to get Ukraine to investigate the Bidens you would have told him so.","Adam Schiff","50:29","I take it since you say that you acknowledge that asking for an investigation of the Bidens would have been unacceptable and objectionable. That had the President asked you to get Ukraine to investigate the Bidens you would have told him so."
"78","Kurt Volker: (50:45) I would’ve objected to that, yes sir.","Kurt Volker","50:45","I would’ve objected to that, yes sir."
"79","Adam Schiff: (50:48) Mr. Goldman.","Adam Schiff","50:48","Mr. Goldman."
