"","original","person","timeStamp","comment"
"68","Bill Taylor: (12:48) But during my subsequent communications with Ambassadors Volker and Sondland, they relayed to me that the President wanted to hear from Zelensky before scheduling the meeting in the Oval Office. It was not clear to me what this meant. On June 27, Ambassador Sondland told me during a phone conversation that President Zelensky needed to make clear to President Trump that he, President Zelensky, was not standing in the way of investigations.","Bill Taylor","12:48","But during my subsequent communications with Ambassadors Volker and Sondland, they relayed to me that the President wanted to hear from Zelensky before scheduling the meeting in the Oval Office. It was not clear to me what this meant. On June 27, Ambassador Sondland told me during a phone conversation that President Zelensky needed to make clear to President Trump that he, President Zelensky, was not standing in the way of investigations."
"69","Bill Taylor: (13:17) I sensed something odd when Ambassador Sondland told me on June 28 that he did not wish to include most of the regular interagency participants in a call planned with President Zelensky later that day. Ambassador Sondland, Ambassador Volker, Secretary Perry, and I were on this call, dialing in from different locations; however, Ambassador Sondland said that he wanted to make sure no one was transcribing or monitoring as they added President Zelensky to the call. Also, before President Zelensky joined the call, Ambassador Volker separately told the US participants that he, Ambassador Volker, planned to be explicit with President Zelensky in a one-on-one meeting in Toronto on July 2. In that meeting, Ambassador Volker planned to make clear-","Bill Taylor","13:17","I sensed something odd when Ambassador Sondland told me on June 28 that he did not wish to include most of the regular interagency participants in a call planned with President Zelensky later that day. Ambassador Sondland, Ambassador Volker, Secretary Perry, and I were on this call, dialing in from different locations; however, Ambassador Sondland said that he wanted to make sure no one was transcribing or monitoring as they added President Zelensky to the call. Also, before President Zelensky joined the call, Ambassador Volker separately told the US participants that he, Ambassador Volker, planned to be explicit with President Zelensky in a one-on-one meeting in Toronto on July 2. In that meeting, Ambassador Volker planned to make clear-"
"70","Bill Taylor: (14:03) In that meeting, Ambassador Volker planned to make clear what President Zelensky should do, to get the White House meeting. I did not understand what this meant, but Ambassador Volker said he would relay that President Trump wanted to see rule of law, transparency, but also specifically, cooperation on investigations, to get to the bottom of things. Once President Zelensky joined the call, the conversation was focused on energy policy, and the war in Donbass. President Zelensky also said he looked forward to the White House visit President Trump had offered in his May 29th letter.","Bill Taylor","14:03","In that meeting, Ambassador Volker planned to make clear what President Zelensky should do, to get the White House meeting. I did not understand what this meant, but Ambassador Volker said he would relay that President Trump wanted to see rule of law, transparency, but also specifically, cooperation on investigations, to get to the bottom of things. Once President Zelensky joined the call, the conversation was focused on energy policy, and the war in Donbass. President Zelensky also said he looked forward to the White House visit President Trump had offered in his May 29th letter."
"71","Bill Taylor: (14:38) By mid-July, it was becoming clear to me that the meeting President Zelensky wanted was conditioned on the investigations of Burisma, and alleged Ukrainian interference and the 2016 U.S. elections. It was also clear that this condition was driven by the irregular policy channel I had come to understand was guided by Mr. Giuliani. In a regular NSC secure video conference call on July 18th, I heard a staff person from the Office of Management and Budgets say that there was a hold on security assistance to Ukraine, but could not say why. Toward the end of an otherwise normal meeting, a voice on the call… The person was off screen… said that she was from OMB, and her boss had instructed her not to approve any additional spending on security assistance for Ukraine until further notice. I, and others, sat in astonishment. Ukrainians were fighting Russians, and counted on not only the training and weapons, but also the assurance of U.S. support. All that the OMB staff person said was that the directive had come from the president, to the chief of staff, to OMB. In an instant, I realized that one of the key pillars of our strong support for Ukraine was threatened. The regular policy channel was running contrary to the goals of longstanding U.S. policy.","Bill Taylor","14:38","By mid-July, it was becoming clear to me that the meeting President Zelensky wanted was conditioned on the investigations of Burisma, and alleged Ukrainian interference and the 2016 U.S. elections. It was also clear that this condition was driven by the irregular policy channel I had come to understand was guided by Mr. Giuliani. In a regular NSC secure video conference call on July 18th, I heard a staff person from the Office of Management and Budgets say that there was a hold on security assistance to Ukraine, but could not say why. Toward the end of an otherwise normal meeting, a voice on the call… The person was off screen… said that she was from OMB, and her boss had instructed her not to approve any additional spending on security assistance for Ukraine until further notice. I, and others, sat in astonishment. Ukrainians were fighting Russians, and counted on not only the training and weapons, but also the assurance of U.S. support. All that the OMB staff person said was that the directive had come from the president, to the chief of staff, to OMB. In an instant, I realized that one of the key pillars of our strong support for Ukraine was threatened. The regular policy channel was running contrary to the goals of longstanding U.S. policy."
"72","Bill Taylor: (16:03) There followed a series of NSC-led inter-agency meetings, starting at the staff level, and quickly reaching the level of cabinet secretaries. At every meeting, the unanimous conclusion was that the security assistance should be resumed, the hold lifted. At one point, the Defense Department was asked to perform an analysis of the effectiveness of the assistance. Within a day, the Defense Department came back with a determination that the assistance was effective, and should be resumed. My understanding was that the secretaries of defense and state, the CIA director, and the national security advisor sought a joint meeting with the president to convince him to release the hold, but such a meeting was hard to schedule, and the hold lasted well into September.","Bill Taylor","16:03","There followed a series of NSC-led inter-agency meetings, starting at the staff level, and quickly reaching the level of cabinet secretaries. At every meeting, the unanimous conclusion was that the security assistance should be resumed, the hold lifted. At one point, the Defense Department was asked to perform an analysis of the effectiveness of the assistance. Within a day, the Defense Department came back with a determination that the assistance was effective, and should be resumed. My understanding was that the secretaries of defense and state, the CIA director, and the national security advisor sought a joint meeting with the president to convince him to release the hold, but such a meeting was hard to schedule, and the hold lasted well into September."
"73","Bill Taylor: (16:46) On July 9th, in a phone call with then-Senior Director for European and Russian Affairs Fiona Hill, and Director of European Affairs, Lieutenant Colonel Alex Vindman at the NSC, they tried to assure me that they were not aware of any official change in U.S. policy towards Ukraine, OMB’s announcement notwithstanding. They did confirm that the hold on security assistance for Ukraine came from Chief of Staff Mick Mulvaney, who maintained a skeptical view of Ukraine.","Bill Taylor","16:46","On July 9th, in a phone call with then-Senior Director for European and Russian Affairs Fiona Hill, and Director of European Affairs, Lieutenant Colonel Alex Vindman at the NSC, they tried to assure me that they were not aware of any official change in U.S. policy towards Ukraine, OMB’s announcement notwithstanding. They did confirm that the hold on security assistance for Ukraine came from Chief of Staff Mick Mulvaney, who maintained a skeptical view of Ukraine."
"74","Bill Taylor: (17:17) In the same July 19th phone call, they gave me an account of a July 10th meeting with Ukrainian and American officials at the White House. They told me that partway through the meeting, Ambassador Sondland had connected investigations with an Oval Office meeting for President Zelensky, which so irritated then-national security advisor John Bolton, that he abruptly ended the meeting, telling Dr. Hill and Lieutenant Colonel Vindman that they should have nothing to do with domestic politics. He also directed Dr. Hill to, “Brief the lawyers.” Dr. Hill said that Ambassador Bolton referred to this deal as, “This is a drug deal,” after the July 10th meeting. Ambassador Bolton opposed a call between President Zelensky and President Trump, out of concern that it would be a disaster.","Bill Taylor","17:17","In the same July 19th phone call, they gave me an account of a July 10th meeting with Ukrainian and American officials at the White House. They told me that partway through the meeting, Ambassador Sondland had connected investigations with an Oval Office meeting for President Zelensky, which so irritated then-national security advisor John Bolton, that he abruptly ended the meeting, telling Dr. Hill and Lieutenant Colonel Vindman that they should have nothing to do with domestic politics. He also directed Dr. Hill to, “Brief the lawyers.” Dr. Hill said that Ambassador Bolton referred to this deal as, “This is a drug deal,” after the July 10th meeting. Ambassador Bolton opposed a call between President Zelensky and President Trump, out of concern that it would be a disaster."
"75","Bill Taylor: (18:08) Needless to say, the Ukrainians in the meetings were confused. Ambassador Bolton and the regular Ukraine policy decision making channel wanted to talk about security, energy, and reform. Ambassador Sondland, a participate in the irregular channel, wanted to talk about the connection between a White House meeting and Ukrainian investigations.","Bill Taylor","18:08","Needless to say, the Ukrainians in the meetings were confused. Ambassador Bolton and the regular Ukraine policy decision making channel wanted to talk about security, energy, and reform. Ambassador Sondland, a participate in the irregular channel, wanted to talk about the connection between a White House meeting and Ukrainian investigations."
"76","Bill Taylor: (18:28) Also during our July 190th call, Dr. Hill informed me that Ambassador Volker had met with Mr. Giuliani to discuss Ukraine. This caught me by surprise. The next day I asked Ambassador Volker about that meeting, but received no response. I began to sense that these two separate decision making channels, the regular and the irregular, were separate and at odds.","Bill Taylor","18:28","Also during our July 190th call, Dr. Hill informed me that Ambassador Volker had met with Mr. Giuliani to discuss Ukraine. This caught me by surprise. The next day I asked Ambassador Volker about that meeting, but received no response. I began to sense that these two separate decision making channels, the regular and the irregular, were separate and at odds."
"77","Bill Taylor: (18:52) Later that day, I received text messages on a three-way WhatsApp text conversation with Ambassadors Volker and Sondland, a record of which was provided by Ambassador Volker. Ambassador Sondland said that a call between President Trump and President Zelensky would take place soon. Ambassador Volker said that what was most important is for Zelensky to say that he will help investigation, and address any specific personnel issues, if there are any.","Bill Taylor","18:52","Later that day, I received text messages on a three-way WhatsApp text conversation with Ambassadors Volker and Sondland, a record of which was provided by Ambassador Volker. Ambassador Sondland said that a call between President Trump and President Zelensky would take place soon. Ambassador Volker said that what was most important is for Zelensky to say that he will help investigation, and address any specific personnel issues, if there are any."
"78","Bill Taylor: (19:20) On the next day, July 20th, I had a phone conversation with Ambassador Sondland, while he was on a train from Paris to London. Ambassador Sondland told me that he had recommended to President Zelensky that he use the phrase, “I will leave no stone unturned with regard to investigations,” when President Zelensky spoke with President Trump.","Bill Taylor","19:20","On the next day, July 20th, I had a phone conversation with Ambassador Sondland, while he was on a train from Paris to London. Ambassador Sondland told me that he had recommended to President Zelensky that he use the phrase, “I will leave no stone unturned with regard to investigations,” when President Zelensky spoke with President Trump."
"79","Bill Taylor: (19:49) Also on July 20th, I had a phone conversation with Alexander [inaudible 00:19:54], President Zelensky’s National Security Advisor, who emphasized that President Zelensky did not want to be used as an instrument in a U.S. reelection campaign. The next day, I texted both Ambassadors Volker and Sondland about President Zelensky’s concern.","Bill Taylor","19:49","Also on July 20th, I had a phone conversation with Alexander [inaudible 00:19:54], President Zelensky’s National Security Advisor, who emphasized that President Zelensky did not want to be used as an instrument in a U.S. reelection campaign. The next day, I texted both Ambassadors Volker and Sondland about President Zelensky’s concern."
"80","Bill Taylor: (20:15) On July 25th, President Trump and President Zelensky had the long-awaited phone conversation. Even though I was acting ambassador, and was scheduled to meet with President Zelensky along with Ambassador Volker the following day, I received no readout of the call from the White House. The Ukrainian government issued a short, cryptic summary.","Bill Taylor","20:15","On July 25th, President Trump and President Zelensky had the long-awaited phone conversation. Even though I was acting ambassador, and was scheduled to meet with President Zelensky along with Ambassador Volker the following day, I received no readout of the call from the White House. The Ukrainian government issued a short, cryptic summary."
"81","Bill Taylor: (20:35) During a previously planned July 26th meeting, President Zelensky told Ambassador Volker and me that he was happy with the call, but did not elaborate. President Zelensky then asked about the face to face meeting in the Oval Office, as promised in the May 29th letter from President Trump. We could give him no firm answer.","Bill Taylor","20:35","During a previously planned July 26th meeting, President Zelensky told Ambassador Volker and me that he was happy with the call, but did not elaborate. President Zelensky then asked about the face to face meeting in the Oval Office, as promised in the May 29th letter from President Trump. We could give him no firm answer."
"82","Bill Taylor: (20:56) After our meeting with President Zelensky, Ambassador Volker and I traveled to the front line in northern Donbass to receive a briefing from the commander of forces on the line of contact. Arriving for the briefing in the military headquarters, the commander thanked us for the security assistance, but I was aware that this assistance was on hold, which made me uncomfortable. Ambassador Volker and I could see the armed and hostile Russian-led forces on the other side of the damaged bridge, across the line of contact. Russian-led forces continued to kill Ukrainians in the war, one or two a week. More Ukrainians would undoubtedly die without the U.S. assistance.","Bill Taylor","20:56","After our meeting with President Zelensky, Ambassador Volker and I traveled to the front line in northern Donbass to receive a briefing from the commander of forces on the line of contact. Arriving for the briefing in the military headquarters, the commander thanked us for the security assistance, but I was aware that this assistance was on hold, which made me uncomfortable. Ambassador Volker and I could see the armed and hostile Russian-led forces on the other side of the damaged bridge, across the line of contact. Russian-led forces continued to kill Ukrainians in the war, one or two a week. More Ukrainians would undoubtedly die without the U.S. assistance."
"83","Bill Taylor: (21:36) Although I spent the morning of July 26th with President Zelensky and other Ukrainian officials, the first summary of the July 25th Trump/Zelensky call that I heard from anybody inside the U.S. government was during a phone call I had with Tim Morrison, Dr. Hill’s recent replacement at the NSC, on July 28th. Mr. Morrison told me that the call could have been better, and that President Trump had suggested that President Zelensky or his staff meet with Mr. Giuliani and Attorney General William Barr. I did not see any official readout of the call until it was publicly released on September 25th.","Bill Taylor","21:36","Although I spent the morning of July 26th with President Zelensky and other Ukrainian officials, the first summary of the July 25th Trump/Zelensky call that I heard from anybody inside the U.S. government was during a phone call I had with Tim Morrison, Dr. Hill’s recent replacement at the NSC, on July 28th. Mr. Morrison told me that the call could have been better, and that President Trump had suggested that President Zelensky or his staff meet with Mr. Giuliani and Attorney General William Barr. I did not see any official readout of the call until it was publicly released on September 25th."
"84","Bill Taylor: (22:16) By August, I was becoming more concerned. On August 16th I exchanged text messages with Ambassador Volker, in which I learned that Andriy Yermak, a senior advisor to President Zelensky, had asked that the United States submit an official request for an investigation into Burisma’s alleged violations of Ukrainian law, if that is what the United States desired. A formal U.S. request to the Ukrainians to conduct an investigation based on violations of their own law struck me as improper, and I recommended to Ambassador Volker that we stay clear. To find out the legal aspects of the question, however, I gave him the name of a Deputy Assistant Attorney General, whom I thought would be the proper point of contact for seeking a U.S. request for a foreign investigation.","Bill Taylor","22:16","By August, I was becoming more concerned. On August 16th I exchanged text messages with Ambassador Volker, in which I learned that Andriy Yermak, a senior advisor to President Zelensky, had asked that the United States submit an official request for an investigation into Burisma’s alleged violations of Ukrainian law, if that is what the United States desired. A formal U.S. request to the Ukrainians to conduct an investigation based on violations of their own law struck me as improper, and I recommended to Ambassador Volker that we stay clear. To find out the legal aspects of the question, however, I gave him the name of a Deputy Assistant Attorney General, whom I thought would be the proper point of contact for seeking a U.S. request for a foreign investigation."
"85","Bill Taylor: (23:06) By mid-August, because the security assistance had been held for over a month, for no reason that I could discern, I was beginning to fear that the longstanding U.S. policy of support for Ukraine was shifting. I called State Department Counselor Ulrich Brechbuhl to discuss this on August 21st. He said he was not aware of a change in policy, but would check on the status of the security assistance.","Bill Taylor","23:06","By mid-August, because the security assistance had been held for over a month, for no reason that I could discern, I was beginning to fear that the longstanding U.S. policy of support for Ukraine was shifting. I called State Department Counselor Ulrich Brechbuhl to discuss this on August 21st. He said he was not aware of a change in policy, but would check on the status of the security assistance."
"86","Bill Taylor: (23:31) My concern deepened the next day, on August 22nd, during a phone conversation with Mr. Morrison. I asked him if there had been a change in policy of strong support for Ukraine, to which he responded, “It remains to be seen.” He also told me during this call that, “The president doesn’t want to provide any assistance at all.” That was extremely troubling to me, as I had told Secretary Pompeo in May if the policy of strong support for Ukraine were to change, I would have to resign. Based on my call with Mr. Morrison, I was preparing to do so.","Bill Taylor","23:31","My concern deepened the next day, on August 22nd, during a phone conversation with Mr. Morrison. I asked him if there had been a change in policy of strong support for Ukraine, to which he responded, “It remains to be seen.” He also told me during this call that, “The president doesn’t want to provide any assistance at all.” That was extremely troubling to me, as I had told Secretary Pompeo in May if the policy of strong support for Ukraine were to change, I would have to resign. Based on my call with Mr. Morrison, I was preparing to do so."
"87","Bill Taylor: (24:07) Just days later, on August 27th, Ambassador Bolton arrived in Kiev, and met with President Zelensky. During their meeting, security assistance was not discussed. As far as I knew, the Ukrainians were not aware of the hold until August 29th. I, on the other hand, was all too aware of, and still troubled by the hold. Near the end of Ambassador Bolton’s visit, I asked to meet him privately, during which I expressed to him my serious concern about the withholding of military assistance to Ukraine while the Ukrainians were defending their country from Russian aggression. Ambassador Bolton recommended that I send a first-person cable to Secretary Pompeo directly, relaying my concerns.","Bill Taylor","24:07","Just days later, on August 27th, Ambassador Bolton arrived in Kiev, and met with President Zelensky. During their meeting, security assistance was not discussed. As far as I knew, the Ukrainians were not aware of the hold until August 29th. I, on the other hand, was all too aware of, and still troubled by the hold. Near the end of Ambassador Bolton’s visit, I asked to meet him privately, during which I expressed to him my serious concern about the withholding of military assistance to Ukraine while the Ukrainians were defending their country from Russian aggression. Ambassador Bolton recommended that I send a first-person cable to Secretary Pompeo directly, relaying my concerns."
"88","Bill Taylor: (24:51) I wrote and transmitted such a cable on August 29th, describing the folly I saw in withholding military aid to Ukraine at a time when hostilities were still active in the east, and when Russia was watching closely to gauge the level of American support for the Ukrainian government. “The Russians,” as I said in my deposition, “would love to see the humiliation of President Zelensky at the hands of the Americans.” I told the secretary that I could not and would not defend such a policy. Although I received no specific response, I heard that soon thereafter, the secretary carried the cable with him to a meeting at the White House focused on security assistance to Ukraine.","Bill Taylor","24:51","I wrote and transmitted such a cable on August 29th, describing the folly I saw in withholding military aid to Ukraine at a time when hostilities were still active in the east, and when Russia was watching closely to gauge the level of American support for the Ukrainian government. “The Russians,” as I said in my deposition, “would love to see the humiliation of President Zelensky at the hands of the Americans.” I told the secretary that I could not and would not defend such a policy. Although I received no specific response, I heard that soon thereafter, the secretary carried the cable with him to a meeting at the White House focused on security assistance to Ukraine."
"89","Bill Taylor: (25:32) The same day that I sent my cable to the secretary, Mr. Yermak contacted me very concerned, asking about the withheld security assistance. The hold that the White House had placed on assistance had just been made public that day, in a political story. At that point, I was embarrassed that I could give him no explanation for why it was withheld. It had still not occurred to me that the hold on security assistance could be related to the investigations. That, however, would change.","Bill Taylor","25:32","The same day that I sent my cable to the secretary, Mr. Yermak contacted me very concerned, asking about the withheld security assistance. The hold that the White House had placed on assistance had just been made public that day, in a political story. At that point, I was embarrassed that I could give him no explanation for why it was withheld. It had still not occurred to me that the hold on security assistance could be related to the investigations. That, however, would change."
"90","Bill Taylor: (26:01) On September 1st, just three days after my cable to Secretary Pompeo, President Zelensky met Vice President Pence at a bilateral meeting in Warsaw. President Trump had planned to travel to Warsaw, but at the last minute had canceled because of Hurricane Dorian. Just hours before the Pence/Zelensky meeting, I contacted Mr. [inaudible 00:26:22], to let him know that the delay of U.S. assistance was an all or nothing proposition, in the sense that if the White House did not lift the hold prior to the end of the fiscal year, September 30th, the funds would expire, and Ukraine would receive nothing. I was hopeful that at the bilateral meeting, or shortly thereafter, the White House would lift the hold, but this was not to be.","Bill Taylor","26:01","On September 1st, just three days after my cable to Secretary Pompeo, President Zelensky met Vice President Pence at a bilateral meeting in Warsaw. President Trump had planned to travel to Warsaw, but at the last minute had canceled because of Hurricane Dorian. Just hours before the Pence/Zelensky meeting, I contacted Mr. [inaudible 00:26:22], to let him know that the delay of U.S. assistance was an all or nothing proposition, in the sense that if the White House did not lift the hold prior to the end of the fiscal year, September 30th, the funds would expire, and Ukraine would receive nothing. I was hopeful that at the bilateral meeting, or shortly thereafter, the White House would lift the hold, but this was not to be."
"91","Bill Taylor: (26:46) On the evening of September 1st, I received a readout of the Pence/Zelensky meeting over the phone from Mr. Morrison, during which he told me that President Zelensky had opened the meeting by immediately asking the vice president about the security cooperation. The vice president did not respond substantively, but said that he would talk to President Trump that night. The vice president did say that President Trump wanted the Europeans to do more to support Ukraine, and that he wanted the Ukrainians to do more to fight corruption.","Bill Taylor","26:46","On the evening of September 1st, I received a readout of the Pence/Zelensky meeting over the phone from Mr. Morrison, during which he told me that President Zelensky had opened the meeting by immediately asking the vice president about the security cooperation. The vice president did not respond substantively, but said that he would talk to President Trump that night. The vice president did say that President Trump wanted the Europeans to do more to support Ukraine, and that he wanted the Ukrainians to do more to fight corruption."
"92","Bill Taylor: (27:17) During the same phone call with Mr. Morrison, he described a conversation Ambassador Sondland had with Mr. Yermak in Warsaw. Ambassador Sondland told Mr. Yermak that the security assistance money would not come until President Zelensky committed to pursue the Burisma investigation. I was alarmed by what Mr. Morrison told me about the Sondland/Yermak conversation. I understand that Mr. Morrison testified in his deposition that Ambassador Sondland proposed it might be sufficient for the Ukrainian prosecutor general to commit to pursue the investigations, as opposed to President Zelensky. But this was the first time that I had heard that the security assistance, not just the White House meeting, was conditioned on the investigation.","Bill Taylor","27:17","During the same phone call with Mr. Morrison, he described a conversation Ambassador Sondland had with Mr. Yermak in Warsaw. Ambassador Sondland told Mr. Yermak that the security assistance money would not come until President Zelensky committed to pursue the Burisma investigation. I was alarmed by what Mr. Morrison told me about the Sondland/Yermak conversation. I understand that Mr. Morrison testified in his deposition that Ambassador Sondland proposed it might be sufficient for the Ukrainian prosecutor general to commit to pursue the investigations, as opposed to President Zelensky. But this was the first time that I had heard that the security assistance, not just the White House meeting, was conditioned on the investigation."
"93","Bill Taylor: (28:02) … house meeting was conditioned on the investigations. Very concerned, on that same day, September 1st, I sent Ambassador Sondland a text message asking if we are now saying that the security assistance and a White House meeting are conditioned on investigations. Ambassador Sondland responded asking me to call him, which I did. During that phone call Ambassador Sondland told me that President Trump had told him that he wants President Zelensky to state publicly that Ukraine will investigate Burisma and alleged Ukrainian interference in the 2016 election. Ambassador Sondland also told me that he now recognized that he had made a mistake by earlier telling Ukrainian officials that only a White House meeting with President Zelensky was dependent on a public announcement of the investigations. In fact, Ambassador Sondland said, everything was dependent on such an announcement including security assistance. He said that President Trump wanted President Zelensky in a public box by making a public statement about ordering such investigations.","Bill Taylor","28:02","… house meeting was conditioned on the investigations. Very concerned, on that same day, September 1st, I sent Ambassador Sondland a text message asking if we are now saying that the security assistance and a White House meeting are conditioned on investigations. Ambassador Sondland responded asking me to call him, which I did. During that phone call Ambassador Sondland told me that President Trump had told him that he wants President Zelensky to state publicly that Ukraine will investigate Burisma and alleged Ukrainian interference in the 2016 election. Ambassador Sondland also told me that he now recognized that he had made a mistake by earlier telling Ukrainian officials that only a White House meeting with President Zelensky was dependent on a public announcement of the investigations. In fact, Ambassador Sondland said, everything was dependent on such an announcement including security assistance. He said that President Trump wanted President Zelensky in a public box by making a public statement about ordering such investigations."
"94","Bill Taylor: (29:09) In the same September 1st call, I told Ambassador Sondland that President Trump should have more respect for another head of state and that what he described was not in the interest of either President Trump or President Zelensky. At that point, I asked Ambassador Sondland to push back on President Trump’s demand. Ambassador Sondland pledged to try. I suggested the possibility that Ukrainian prosecutor general rather than President Zelensky would make a statement about the investigations, potentially in coordination with the Attorney General Barr’s probe into the investigation of interference in the 2016 elections.","Bill Taylor","29:09","In the same September 1st call, I told Ambassador Sondland that President Trump should have more respect for another head of state and that what he described was not in the interest of either President Trump or President Zelensky. At that point, I asked Ambassador Sondland to push back on President Trump’s demand. Ambassador Sondland pledged to try. I suggested the possibility that Ukrainian prosecutor general rather than President Zelensky would make a statement about the investigations, potentially in coordination with the Attorney General Barr’s probe into the investigation of interference in the 2016 elections."
"95","Bill Taylor: (29:48) The next day, September 2nd Mr. Morrison called to informed me that Mr. [Donneluc 00:29:54] had asked him to come to his hotel in Warsaw. So Donneluc expressed President Zelensky’s concern about the possible loss of US support for Ukraine. In particular, Mr. Morrison relayed to me that the inability of any US officials to respond to the Ukrainians explicit questions about security assistance was troubling them.","Bill Taylor","29:48","The next day, September 2nd Mr. Morrison called to informed me that Mr. [Donneluc 00:29:54] had asked him to come to his hotel in Warsaw. So Donneluc expressed President Zelensky’s concern about the possible loss of US support for Ukraine. In particular, Mr. Morrison relayed to me that the inability of any US officials to respond to the Ukrainians explicit questions about security assistance was troubling them."
"96","Bill Taylor: (30:16) I was experiencing the same tension in my dealings with the Ukrainians, including a meeting I’d had with a defense minister that day. On September 5th, I accompanied Senators Johnson and Murphy during their visit to Kiev. When we met with President Zelensky, his first question to the senators was about the withheld security assistance. My recollection of the meeting is that both Senators stressed that bipartisan support for Ukraine in Washington was Ukraine’s most important strategic asset and that President Zelensky should not jeopardize that bipartisan support by getting drawn in to US domestic politics.","Bill Taylor","30:16","I was experiencing the same tension in my dealings with the Ukrainians, including a meeting I’d had with a defense minister that day. On September 5th, I accompanied Senators Johnson and Murphy during their visit to Kiev. When we met with President Zelensky, his first question to the senators was about the withheld security assistance. My recollection of the meeting is that both Senators stressed that bipartisan support for Ukraine in Washington was Ukraine’s most important strategic asset and that President Zelensky should not jeopardize that bipartisan support by getting drawn in to US domestic politics."
"97","Bill Taylor: (30:59) I had been making and continue to make this point to all of my official Ukrainian contacts, but the odd push to make President Zelensky publicly commit to investigations of Burisma and alleged interference in the 2016 election showed how the official foreign policy of the United States was undercut by the irregular efforts led by Mr. Giuliani.","Bill Taylor","30:59","I had been making and continue to make this point to all of my official Ukrainian contacts, but the odd push to make President Zelensky publicly commit to investigations of Burisma and alleged interference in the 2016 election showed how the official foreign policy of the United States was undercut by the irregular efforts led by Mr. Giuliani."
"98","Bill Taylor: (31:25) Two days later, September 7th, I had a conversation with Mr. Morrison in which he described a phone conversation earlier that day between Ambassador Sondland and President Trump. Mr. Morrison said that he had a sinking feeling after learning about this conversation from Ambassador Sondland. According to Mr. Morrison, President Trump told Ambassador Sondland, he was not asking for a quid pro quo, but President Trump did insist that President Zelensky go to a microphone and say he is opening investigations of Biden and 2016 election interference and that President Zelensky should want to do this himself. Mr Morrison said that he told Ambassador Bolton and the NSC lawyers of this phone call between President Trump and Ambassador Sondland.","Bill Taylor","31:25","Two days later, September 7th, I had a conversation with Mr. Morrison in which he described a phone conversation earlier that day between Ambassador Sondland and President Trump. Mr. Morrison said that he had a sinking feeling after learning about this conversation from Ambassador Sondland. According to Mr. Morrison, President Trump told Ambassador Sondland, he was not asking for a quid pro quo, but President Trump did insist that President Zelensky go to a microphone and say he is opening investigations of Biden and 2016 election interference and that President Zelensky should want to do this himself. Mr Morrison said that he told Ambassador Bolton and the NSC lawyers of this phone call between President Trump and Ambassador Sondland."
"99","Bill Taylor: (32:10) The following day on September 8th, Ambassador Sondland and I spoke on the phone. He confirmed that he had talked to President Trump as I had suggested a week earlier, but that President Trump was adamant that President Zelensky himself had to clear things up and do it in public. President Trump said it was not a quid pro quo. I believe this was the same conversation between Ambassador Sondland and President Trump that Mr. Morrison had described to me on September 7th. Ambassador Sondland also said that he had talked to President Zelensky and Mr. [Yermak 00:04:47] and had told them that although this was not a quid pro quo, if President Zelensky did not clear things up in public, we would be at a stalemate. I understood a stalemate to mean that Ukraine would not receive the much needed military assistance. Ambassador Sondland said that this conversation concluded with President Zelensky agreeing to make a public statement in an interview on CNN. Shortly after that call with Ambassador Sondland, I expressed my strong reservations in a text message to Ambassador Sondland stating that my nightmare is that they, the Ukrainians, give the interview and don’t get the security assistance. The Russians loved it and I quit and I was serious.","Bill Taylor","32:10","The following day on September 8th, Ambassador Sondland and I spoke on the phone. He confirmed that he had talked to President Trump as I had suggested a week earlier, but that President Trump was adamant that President Zelensky himself had to clear things up and do it in public. President Trump said it was not a quid pro quo. I believe this was the same conversation between Ambassador Sondland and President Trump that Mr. Morrison had described to me on September 7th. Ambassador Sondland also said that he had talked to President Zelensky and Mr. [Yermak 00:04:47] and had told them that although this was not a quid pro quo, if President Zelensky did not clear things up in public, we would be at a stalemate. I understood a stalemate to mean that Ukraine would not receive the much needed military assistance. Ambassador Sondland said that this conversation concluded with President Zelensky agreeing to make a public statement in an interview on CNN. Shortly after that call with Ambassador Sondland, I expressed my strong reservations in a text message to Ambassador Sondland stating that my nightmare is that they, the Ukrainians, give the interview and don’t get the security assistance. The Russians loved it and I quit and I was serious."
"100","Bill Taylor: (33:34) The next day, September 9th, I said to Ambassadors Sondland and Volker, that the message to the Ukrainians and the Russians we send with the decision on security assistance is key. With the hold, we have already shaken their faith in us. I also said, I think it’s crazy to withhold security assistance for help with the political campaign","Bill Taylor","33:34","The next day, September 9th, I said to Ambassadors Sondland and Volker, that the message to the Ukrainians and the Russians we send with the decision on security assistance is key. With the hold, we have already shaken their faith in us. I also said, I think it’s crazy to withhold security assistance for help with the political campaign"
