"","original","person","timeStamp","comment"
"42","David Holmes: (30:51) Mr. Lutsenko also claimed that he had never received $4.4 million in US funds intended for his office, and that there was a tape of a Ukrainian official saying that he was trying to help Hillary Clinton win the 2016 election. Finally, Mr. Lutsenko publicly claimed that Ambassador Yovanovitch had given him a “do not prosecute” list containing the names of her supposed allies, an allegation the State Department called an outright fabrication and that Mr. Lutsenko later retracted.","David Holmes","30:51","Mr. Lutsenko also claimed that he had never received $4.4 million in US funds intended for his office, and that there was a tape of a Ukrainian official saying that he was trying to help Hillary Clinton win the 2016 election. Finally, Mr. Lutsenko publicly claimed that Ambassador Yovanovitch had given him a “do not prosecute” list containing the names of her supposed allies, an allegation the State Department called an outright fabrication and that Mr. Lutsenko later retracted."
"43","David Holmes: (31:21) Mr. Lutsenko said that as a result of these allegations, Ambassador Yovanovitch would face serious problems in the United States. Public opinion polls indicated that Ukrainians generally did not believe Mr. Lutsenko’s allegations, and on March 22nd, President Poroshenko issued a statement in support of Ambassador Yovanovitch. Following Mr. Lutsenko’s allegations, Mr. Giuliani and others made a number of public statements critical of Ambassador Yovanovitch, questioning her integrity and calling for her removal from office. Mr Giuliani was also making frequent public statements pushing for Ukraine to investigate interference in the 2016 election and issues related to Burisma and the Bidens.","David Holmes","31:21","Mr. Lutsenko said that as a result of these allegations, Ambassador Yovanovitch would face serious problems in the United States. Public opinion polls indicated that Ukrainians generally did not believe Mr. Lutsenko’s allegations, and on March 22nd, President Poroshenko issued a statement in support of Ambassador Yovanovitch. Following Mr. Lutsenko’s allegations, Mr. Giuliani and others made a number of public statements critical of Ambassador Yovanovitch, questioning her integrity and calling for her removal from office. Mr Giuliani was also making frequent public statements pushing for Ukraine to investigate interference in the 2016 election and issues related to Burisma and the Bidens."
"44","David Holmes: (32:04) For example, on May 1st, 2019 The New York times reported that Mr. Giuliani had discussed the Burisma investigation and its intersection with the Bidens with the ousted Ukrainian Prosecutor General and the current prosecutor. On May 9th, The New York times reported that Mr. Giuliani said he planned to travel to Ukraine to pursue investigations into the 2016 election interference and into the involvement of former Vice President Biden’s son in a Ukrainian gas company.","David Holmes","32:04","For example, on May 1st, 2019 The New York times reported that Mr. Giuliani had discussed the Burisma investigation and its intersection with the Bidens with the ousted Ukrainian Prosecutor General and the current prosecutor. On May 9th, The New York times reported that Mr. Giuliani said he planned to travel to Ukraine to pursue investigations into the 2016 election interference and into the involvement of former Vice President Biden’s son in a Ukrainian gas company."
"45","David Holmes: (32:33) Over the next few months, Mr. Giuliani also issued a series of tweets asking “why Biden shouldn’t be investigated, attacking “the new president of Ukraine Zelensky for being silent on the 2016 election and Biden investigations and complaining about The New York times attacking him for “exposing the Biden family history of making millions from Ukrainian criminals.”","David Holmes","32:33","Over the next few months, Mr. Giuliani also issued a series of tweets asking “why Biden shouldn’t be investigated, attacking “the new president of Ukraine Zelensky for being silent on the 2016 election and Biden investigations and complaining about The New York times attacking him for “exposing the Biden family history of making millions from Ukrainian criminals.”"
"46","David Holmes: (32:57) Around this time, the Ukrainian presidential election was approaching, and political newcomer and entertainer Volodymyr Zelensky, who had played a president on television, was surging in the polls, ahead of Mr. Lutsenko’s political ally, President Poroshenko. On April 20th, I was present for Ambassador Yovanovitch’s third and final meeting with then-candidate Zelensky ahead of his landslide victory in the runoff election the next day. As in her two prior meetings that I also attended, they had an entirely cordial, pleasant conversation and signaled their mutual desire to work together.","David Holmes","32:57","Around this time, the Ukrainian presidential election was approaching, and political newcomer and entertainer Volodymyr Zelensky, who had played a president on television, was surging in the polls, ahead of Mr. Lutsenko’s political ally, President Poroshenko. On April 20th, I was present for Ambassador Yovanovitch’s third and final meeting with then-candidate Zelensky ahead of his landslide victory in the runoff election the next day. As in her two prior meetings that I also attended, they had an entirely cordial, pleasant conversation and signaled their mutual desire to work together."
"47","David Holmes: (33:31) However, the negative narratives about Ambassador Yovanovitch had gained currency in certain segments of the United States press. On April 26th, Ambassador Yovanovitch departed for Washington DC, where she learned that she would be recalled early. The barrage of allegations directed at Ambassador Yovanovitch, a career ambassador, is unlike anything I’ve seen in my professional career. Following President Elect Zelensky’s victory, our attention in the embassy focused on getting to know the incoming Zelensky administration and on preparations for the inauguration scheduled for May 20th, the same day that Ambassador Yovanovitch departed post permanently.","David Holmes","33:31","However, the negative narratives about Ambassador Yovanovitch had gained currency in certain segments of the United States press. On April 26th, Ambassador Yovanovitch departed for Washington DC, where she learned that she would be recalled early. The barrage of allegations directed at Ambassador Yovanovitch, a career ambassador, is unlike anything I’ve seen in my professional career. Following President Elect Zelensky’s victory, our attention in the embassy focused on getting to know the incoming Zelensky administration and on preparations for the inauguration scheduled for May 20th, the same day that Ambassador Yovanovitch departed post permanently."
"48","David Holmes: (34:10) It quickly became clear that the White House was not prepared to show the level of support for the Zelensky administration that we had originally anticipated. In early May, Mr. Giuliani publicly alleged that Mr. Zelensky was “surrounded by enemies of the US president” and canceled a visit to Ukraine. Shortly thereafter, we learned that Vice President Pence no longer planned to lead the presidential delegation to the inauguration.","David Holmes","34:10","It quickly became clear that the White House was not prepared to show the level of support for the Zelensky administration that we had originally anticipated. In early May, Mr. Giuliani publicly alleged that Mr. Zelensky was “surrounded by enemies of the US president” and canceled a visit to Ukraine. Shortly thereafter, we learned that Vice President Pence no longer planned to lead the presidential delegation to the inauguration."
"49","David Holmes: (34:35) The White House then whittled down an initial proposed list for the official presidential delegation to the inauguration from over a dozen individuals to just five. Secretary Perry as its head, Special Representative for Ukraine negotiations, Kurt Volker, representing the State Department. National Security Council Director Alex Vindman, representing the White House, temporary acting Charge d’Affaires, Joseph Pennington, representing the embassy, and ambassador to the European Union, Gordon Sondland.","David Holmes","34:35","The White House then whittled down an initial proposed list for the official presidential delegation to the inauguration from over a dozen individuals to just five. Secretary Perry as its head, Special Representative for Ukraine negotiations, Kurt Volker, representing the State Department. National Security Council Director Alex Vindman, representing the White House, temporary acting Charge d’Affaires, Joseph Pennington, representing the embassy, and ambassador to the European Union, Gordon Sondland."
"50","David Holmes: (35:04) While Ambassador Sondland’s mandate as the accredited ambassador to the European Union did not cover individual member states, let alone non-member countries like Ukraine, he made clear that he had direct and frequent access to President Trump and Chief of Staff, Mick Mulvaney, and portrayed himself as the conduit to the President and Mr. Mulvaney for this group. Secretary Perry, Ambassador Sondland and Ambassador Volker later styled themselves the Three Amigos and made clear they would take the lead on coordinating our policy and engagement with the Zelensky administration.","David Holmes","35:04","While Ambassador Sondland’s mandate as the accredited ambassador to the European Union did not cover individual member states, let alone non-member countries like Ukraine, he made clear that he had direct and frequent access to President Trump and Chief of Staff, Mick Mulvaney, and portrayed himself as the conduit to the President and Mr. Mulvaney for this group. Secretary Perry, Ambassador Sondland and Ambassador Volker later styled themselves the Three Amigos and made clear they would take the lead on coordinating our policy and engagement with the Zelensky administration."
"51","David Holmes: (35:37) Around the same time, I became aware that Mr. Giuliani, a private lawyer, was taking a direct role in Ukrainian diplomacy. On April 25th, Ivan Bakanov, who was Mr. Zelensky’s childhood friend and campaign chair, and was ultimately appointed as the head of the security services of Ukraine, indicated to me privately that he had been contacted by “someone named Giuliani who said he was an advisor to the Vice President.” I reported Mr. Bakanov’s message to Deputy Assistant Secretary of State George Kent.","David Holmes","35:37","Around the same time, I became aware that Mr. Giuliani, a private lawyer, was taking a direct role in Ukrainian diplomacy. On April 25th, Ivan Bakanov, who was Mr. Zelensky’s childhood friend and campaign chair, and was ultimately appointed as the head of the security services of Ukraine, indicated to me privately that he had been contacted by “someone named Giuliani who said he was an advisor to the Vice President.” I reported Mr. Bakanov’s message to Deputy Assistant Secretary of State George Kent."
"52","David Holmes: (36:08) Over the following months, it became apparent that Mr. Giuliani was having a direct influence on the foreign policy agenda that the Three Amigos were executing on the ground in Ukraine. In fact, at one point during a preliminary meeting of the inaugural delegation, someone wondered aloud why Mr. Giuliani was so active in the media with respect to Ukraine. My recollection is that Ambassador Sondland stated, “Dammit, Rudy. Every time Rudy gets involved, he goes and F’s everything up.”","David Holmes","36:08","Over the following months, it became apparent that Mr. Giuliani was having a direct influence on the foreign policy agenda that the Three Amigos were executing on the ground in Ukraine. In fact, at one point during a preliminary meeting of the inaugural delegation, someone wondered aloud why Mr. Giuliani was so active in the media with respect to Ukraine. My recollection is that Ambassador Sondland stated, “Dammit, Rudy. Every time Rudy gets involved, he goes and F’s everything up.”"
"53","David Holmes: (36:38) The inauguration took place on May 20th, and I took notes in the delegations meeting with President Zelensky. During the meeting, Secretary Perry passed President Zelensky a list that Perry described as “people he trusts.” Secretary Perry told President Zelensky that he could seek advice from the people on this list on issues of energy sector reform, which was the topic of subsequent meetings between Secretary Perry and key Ukrainian energy sector contacts. Embassy personnel were excluded from some of these later meetings by Secretary Perry’s staff.","David Holmes","36:38","The inauguration took place on May 20th, and I took notes in the delegations meeting with President Zelensky. During the meeting, Secretary Perry passed President Zelensky a list that Perry described as “people he trusts.” Secretary Perry told President Zelensky that he could seek advice from the people on this list on issues of energy sector reform, which was the topic of subsequent meetings between Secretary Perry and key Ukrainian energy sector contacts. Embassy personnel were excluded from some of these later meetings by Secretary Perry’s staff."
"54","David Holmes: (37:09) On May 23rd, Ambassador Volker, Ambassador Sondland, Secretary Perry, and Senator Ron Johnson, who had also attended the inauguration, though not on the official delegation, returned to the United States and briefed President Trump. On May 29th, President Trump signed a congratulatory letter to President Zelensky, which included an invitation to visit the White House at an unspecified date. It is important to understand that a White House visit was critical to President Zelensky. President Zelensky needed to show US support at the highest levels in order to demonstrate to Russian President Putin that he had United States backing, as well as to advance his ambitious anticorruption reform agenda at home.","David Holmes","37:09","On May 23rd, Ambassador Volker, Ambassador Sondland, Secretary Perry, and Senator Ron Johnson, who had also attended the inauguration, though not on the official delegation, returned to the United States and briefed President Trump. On May 29th, President Trump signed a congratulatory letter to President Zelensky, which included an invitation to visit the White House at an unspecified date. It is important to understand that a White House visit was critical to President Zelensky. President Zelensky needed to show US support at the highest levels in order to demonstrate to Russian President Putin that he had United States backing, as well as to advance his ambitious anticorruption reform agenda at home."
"55","David Holmes: (37:54) President Zelensky’s team immediately began pressing to set a date for that visit. President Zelensky and senior members of his team made clear that they wanted President Zelensky’s first overseas trip to be to Washington to send a strong signal of American support and requested a call with President Trump as soon as possible. We at the embassy also believed that a meeting was critical to the success of President Zelensky’s administration and its reform agenda, and we worked hard to get it arranged.","David Holmes","37:54","President Zelensky’s team immediately began pressing to set a date for that visit. President Zelensky and senior members of his team made clear that they wanted President Zelensky’s first overseas trip to be to Washington to send a strong signal of American support and requested a call with President Trump as soon as possible. We at the embassy also believed that a meeting was critical to the success of President Zelensky’s administration and its reform agenda, and we worked hard to get it arranged."
"56","David Holmes: (38:23) When President Zelensky’s team did not receive a confirmed date for a White House visit, they made alternative plans for President Zelensky’s first overseas trip to be to Brussels instead, in part two attend an American Independence Day event Ambassador Sondland hosted on June 4th. Ambassador Sondland hosted a dinner in President Zelensky’s honor following the reception, which included President Zelensky, Jared Kushner, Secretary Pompeo’s counselor Ulrich Brechbuhl, senior European Union officials, and comedian Jay Leno, among others.","David Holmes","38:23","When President Zelensky’s team did not receive a confirmed date for a White House visit, they made alternative plans for President Zelensky’s first overseas trip to be to Brussels instead, in part two attend an American Independence Day event Ambassador Sondland hosted on June 4th. Ambassador Sondland hosted a dinner in President Zelensky’s honor following the reception, which included President Zelensky, Jared Kushner, Secretary Pompeo’s counselor Ulrich Brechbuhl, senior European Union officials, and comedian Jay Leno, among others."
"57","David Holmes: (38:57) Ambassador Bill Taylor arrived in Kiev as Chargé d’Affaires on June 17th. For the next month, a focus of our activities along with those of the Three Amigos, was to coordinate a White House visit. To that end, we were working with Ukrainians to deliver things that we thought President Trump might care about, such as commercial deals that would benefit the United States, which might convince President Trump to agree to a meeting with President Zelensky.","David Holmes","38:57","Ambassador Bill Taylor arrived in Kiev as Chargé d’Affaires on June 17th. For the next month, a focus of our activities along with those of the Three Amigos, was to coordinate a White House visit. To that end, we were working with Ukrainians to deliver things that we thought President Trump might care about, such as commercial deals that would benefit the United States, which might convince President Trump to agree to a meeting with President Zelensky."
"58","David Holmes: (39:22) The Ukrainian policy community was unanimous in its recommendation in recognizing the importance of securing the meeting and President Trump’s support. Ambassador Taylor reported that Secretary Pompeo had told him prior to his arrival in Kiev, “We need to work on turning The President around on Ukraine.” Ambassador Volker told us that the next five years could hang on what could be accomplished in the next three months. I took that to mean that if we did not earn President Trump’s support in the next three months, we could lose the opportunity to make progress during President’s Zelensky’s five year term.","David Holmes","39:22","The Ukrainian policy community was unanimous in its recommendation in recognizing the importance of securing the meeting and President Trump’s support. Ambassador Taylor reported that Secretary Pompeo had told him prior to his arrival in Kiev, “We need to work on turning The President around on Ukraine.” Ambassador Volker told us that the next five years could hang on what could be accomplished in the next three months. I took that to mean that if we did not earn President Trump’s support in the next three months, we could lose the opportunity to make progress during President’s Zelensky’s five year term."
"59","David Holmes: (39:58) Within a week or two, it became apparent that the energy sector reforms, the commercial deals, and the anticorruption efforts on which we were making progress were not making a dent in terms of persuading the White House to schedule a meeting between the presidents. On June 27th, Ambassador Sondland told Ambassador Taylor in a phone conversation, the gist of which Ambassador Taylor shared with me at the time, that President Zelensky needed to make clear to President Trump that President Zelensky was not standing in the way of “investigations.” I understood that this meant the Biden Burisma investigations that Mr. Giuliani and his associates had been speaking about in the media since March.","David Holmes","39:58","Within a week or two, it became apparent that the energy sector reforms, the commercial deals, and the anticorruption efforts on which we were making progress were not making a dent in terms of persuading the White House to schedule a meeting between the presidents. On June 27th, Ambassador Sondland told Ambassador Taylor in a phone conversation, the gist of which Ambassador Taylor shared with me at the time, that President Zelensky needed to make clear to President Trump that President Zelensky was not standing in the way of “investigations.” I understood that this meant the Biden Burisma investigations that Mr. Giuliani and his associates had been speaking about in the media since March."
"60","David Holmes: (40:39) While Ambassador Taylor did not brief me on every detail of his communications with the Three Amigos, he did tell me that on a June 28th call with President Zelensky, Ambassador Taylor, and the Three Amigos, it was made clear that some action on Burisma by an investigation was a precondition for an Oval Office visit. Also on June 28th, while President Trump was still not moving forward on a meeting with President Zelensky, we met with … He met with Russian President Putin at the G20 Summit in Osaka, Japan, sending a further signal of lack of support to Ukraine.","David Holmes","40:39","While Ambassador Taylor did not brief me on every detail of his communications with the Three Amigos, he did tell me that on a June 28th call with President Zelensky, Ambassador Taylor, and the Three Amigos, it was made clear that some action on Burisma by an investigation was a precondition for an Oval Office visit. Also on June 28th, while President Trump was still not moving forward on a meeting with President Zelensky, we met with … He met with Russian President Putin at the G20 Summit in Osaka, Japan, sending a further signal of lack of support to Ukraine."
"61","David Holmes: (41:15) We became concerned that even if a meeting between Presidents Trump and Zelensky could occur, it would not go well, and I discussed with embassy colleagues whether we should stop seeking a meeting altogether. While the White House visit was critical to the Zelensky administration, a visit that failed to send a clear and strong signal of support likely would be worse for President Zelensky than no visit at all.","David Holmes","41:15","We became concerned that even if a meeting between Presidents Trump and Zelensky could occur, it would not go well, and I discussed with embassy colleagues whether we should stop seeking a meeting altogether. While the White House visit was critical to the Zelensky administration, a visit that failed to send a clear and strong signal of support likely would be worse for President Zelensky than no visit at all."
"62","David Holmes: (41:41) Congress has appropriated $1.5 billion in security assistance for Ukraine since 2014. This assistance has provided crucial material and moral support to Ukraine in its defensive war with Russia and has helped Ukraine build its armed forces virtually from scratch into arguably the most capable and battle-hardened land force in Europe. I’ve had the honor of visiting the main training facility in Western Ukraine with members of Congress and members of this very committee, Ms. Stefanik, where we witnessed firsthand US National Guard troops, along with allies, conducting training for Ukrainian soldiers.","David Holmes","41:41","Congress has appropriated $1.5 billion in security assistance for Ukraine since 2014. This assistance has provided crucial material and moral support to Ukraine in its defensive war with Russia and has helped Ukraine build its armed forces virtually from scratch into arguably the most capable and battle-hardened land force in Europe. I’ve had the honor of visiting the main training facility in Western Ukraine with members of Congress and members of this very committee, Ms. Stefanik, where we witnessed firsthand US National Guard troops, along with allies, conducting training for Ukrainian soldiers."
"63","David Holmes: (42:22) Since 2014, National Guard units from California, Oklahoma, New York, Tennessee, and Wisconsin have trained shoulder to shoulder with Ukrainian counterparts. Given the history of US security assistance to Ukraine and the bipartisan recognition of its importance, I was shocked when on July 18th, an office of management and budget staff members surprisingly announced the hold on Ukraine’s security assistance. The announcement came toward the end of a nearly two hour National Security Council secure video conference call, which I participated in from the embassy conference room.","David Holmes","42:22","Since 2014, National Guard units from California, Oklahoma, New York, Tennessee, and Wisconsin have trained shoulder to shoulder with Ukrainian counterparts. Given the history of US security assistance to Ukraine and the bipartisan recognition of its importance, I was shocked when on July 18th, an office of management and budget staff members surprisingly announced the hold on Ukraine’s security assistance. The announcement came toward the end of a nearly two hour National Security Council secure video conference call, which I participated in from the embassy conference room."
"64","David Holmes: (42:59) The official said that the order had come from the president and had been conveyed to OMB by Mr. Mulvaney with no further explanation. This began a week or so of efforts by various agencies to identify the rationale for the freeze, to conduct a review of the assistance, and to reaffirm the unanimous view of Ukraine policy community of its important. NSC counterparts confirmed to us that there had been no change in our Ukraine policy but could not determine the cause of the hold or how to lift it.","David Holmes","42:59","The official said that the order had come from the president and had been conveyed to OMB by Mr. Mulvaney with no further explanation. This began a week or so of efforts by various agencies to identify the rationale for the freeze, to conduct a review of the assistance, and to reaffirm the unanimous view of Ukraine policy community of its important. NSC counterparts confirmed to us that there had been no change in our Ukraine policy but could not determine the cause of the hold or how to lift it."
"65","David Holmes: (43:33) On July 25th, President Trump made a congratulatory phone phone call to President Zelensky after his party won a commanding majority in Ukraine’s parliamentary election. Contrary to standard procedure, the embassy received no readout of that call, and I was unaware of what was discussed until the transcript was released on September 25th. Upon reading the transcript, I was deeply disappointed to see that the President raised none of what I understood to be our inner agency agreed-upon foreign policy priorities in Ukraine and instead raised the Biden Burisma investigation and referred to the theory about CrowdStrike and its supposed connection to Ukraine in the 2016 election.","David Holmes","43:33","On July 25th, President Trump made a congratulatory phone phone call to President Zelensky after his party won a commanding majority in Ukraine’s parliamentary election. Contrary to standard procedure, the embassy received no readout of that call, and I was unaware of what was discussed until the transcript was released on September 25th. Upon reading the transcript, I was deeply disappointed to see that the President raised none of what I understood to be our inner agency agreed-upon foreign policy priorities in Ukraine and instead raised the Biden Burisma investigation and referred to the theory about CrowdStrike and its supposed connection to Ukraine in the 2016 election."
"66","David Holmes: (44:13) The next day, July 26th, 2019, I attended meetings at the presidential administration building in Kiev with Ambassador Taylor, Ambassador Volker, and Ambassador Sondland, and I took notes during those meetings. Our first meeting was with President Zelensky’s chief of staff. It was brief, as he had already been summoned by President Zelensky to prepare for a subsequent broader meeting. But he did say that President Trump had expressed interest during the previous day’s phone call and President Zelensky’s personnel decisions related to the Prosecutor General’s office.","David Holmes","44:13","The next day, July 26th, 2019, I attended meetings at the presidential administration building in Kiev with Ambassador Taylor, Ambassador Volker, and Ambassador Sondland, and I took notes during those meetings. Our first meeting was with President Zelensky’s chief of staff. It was brief, as he had already been summoned by President Zelensky to prepare for a subsequent broader meeting. But he did say that President Trump had expressed interest during the previous day’s phone call and President Zelensky’s personnel decisions related to the Prosecutor General’s office."
"67","David Holmes: (44:45) The delegation then met with President Zelensky and several other senior officials. During the meeting, President Zelensky stated that during the July 25th call, President Trump had “three times, raised some very sensitive issues” and that he would have to follow up. He, Zelensky, would have to follow up on those issues when he and President Trump met in person. Not having received a readout of the July 25th call, I did not know at the time what those sensitive issues were. After the meeting with President Zelensky, Ambassador Volker and Ambassador Taylor quickly left the presidential administration building for a trip to the front lines. Ambassador Sondland, who was to fly out that afternoon, stayed behind to have a meeting with Andriy Yermak, a top aide to President Zelensky.","David Holmes","44:45","The delegation then met with President Zelensky and several other senior officials. During the meeting, President Zelensky stated that during the July 25th call, President Trump had “three times, raised some very sensitive issues” and that he would have to follow up. He, Zelensky, would have to follow up on those issues when he and President Trump met in person. Not having received a readout of the July 25th call, I did not know at the time what those sensitive issues were. After the meeting with President Zelensky, Ambassador Volker and Ambassador Taylor quickly left the presidential administration building for a trip to the front lines. Ambassador Sondland, who was to fly out that afternoon, stayed behind to have a meeting with Andriy Yermak, a top aide to President Zelensky."
"68","David Holmes: (45:29) As I was leaving the meeting with President Zelensky, I was told to join the meeting with Ambassador Sondland and Mr. Yermak to take notes. I had not expected to join that meeting and it was a flight of stairs behind Ambassador Sondland as he headed to meet with Mr. Yermak. When I reached Mr. Yermak’s office, Ambassador Sondland had already gone into the meeting. I explained to Mr. Yermak’s assistant that I was supposed to join the meeting as the embassy’s representative and strongly urge her to let me in, but she told me that Ambassador Sondland and Mr. Yermak had insisted that the meeting be one-on-one with no note-taker.","David Holmes","45:29","As I was leaving the meeting with President Zelensky, I was told to join the meeting with Ambassador Sondland and Mr. Yermak to take notes. I had not expected to join that meeting and it was a flight of stairs behind Ambassador Sondland as he headed to meet with Mr. Yermak. When I reached Mr. Yermak’s office, Ambassador Sondland had already gone into the meeting. I explained to Mr. Yermak’s assistant that I was supposed to join the meeting as the embassy’s representative and strongly urge her to let me in, but she told me that Ambassador Sondland and Mr. Yermak had insisted that the meeting be one-on-one with no note-taker."
"69","David Holmes: (46:02) I then waited in the ante room until the meeting ended, along with a member of Ambassador Sondland’s staff and a member of the US embassy Kiev staff. When the meeting ended, the two staffers and I accompanied Ambassador Sondland out of the presidential administration building. Ambassador Sondland said that he wanted to go to lunch, and I told him that I’d be happy to join him and the two staffers for lunch if he wanted to brief me out on his meeting with Mr. Yermak or discuss other issues, and Ambassador Sondland said that I should join.","David Holmes","46:02","I then waited in the ante room until the meeting ended, along with a member of Ambassador Sondland’s staff and a member of the US embassy Kiev staff. When the meeting ended, the two staffers and I accompanied Ambassador Sondland out of the presidential administration building. Ambassador Sondland said that he wanted to go to lunch, and I told him that I’d be happy to join him and the two staffers for lunch if he wanted to brief me out on his meeting with Mr. Yermak or discuss other issues, and Ambassador Sondland said that I should join."
"70","David Holmes: (46:29) The four of us went to a nearby restaurant and sat on an outdoor terrace. I sat directly across from Ambassador Sondland, and the two staffers sat off to our sides. At first, the lunch was largely social. Ambassador Sondland selected a bottle of wine that he shared among the four of us, and we discussed topics such as marketing strategies for his hotel business. During the lunch, Ambassador Sondland said that he was going to call President Trump to give him an update.","David Holmes","46:29","The four of us went to a nearby restaurant and sat on an outdoor terrace. I sat directly across from Ambassador Sondland, and the two staffers sat off to our sides. At first, the lunch was largely social. Ambassador Sondland selected a bottle of wine that he shared among the four of us, and we discussed topics such as marketing strategies for his hotel business. During the lunch, Ambassador Sondland said that he was going to call President Trump to give him an update."
"71","David Holmes: (46:56) Ambassador Sondland placed a call on his mobile phone, and I heard him announce himself several times along the lines of Gordon Sondland holding for the President. It appeared that he was being transferred through several layers of switchboards and assistance, and I then noticed Ambassador Sondland’s demeanor changed and understood that he had been connected to President Trump. While Ambassador Sondland’s phone was not on speaker phone, I could hear the president’s voice through the ear piece of the phone.","David Holmes","46:56","Ambassador Sondland placed a call on his mobile phone, and I heard him announce himself several times along the lines of Gordon Sondland holding for the President. It appeared that he was being transferred through several layers of switchboards and assistance, and I then noticed Ambassador Sondland’s demeanor changed and understood that he had been connected to President Trump. While Ambassador Sondland’s phone was not on speaker phone, I could hear the president’s voice through the ear piece of the phone."
"72","David Holmes: (47:23) The President’s voice was loud and recognizable, and Ambassador Sondland held the phone away from his ear for a period of time, presumably because of the loud volume. I heard Ambassador Sondland greet the President and explained he was calling from Kiev. I heard President Trump then clarify that Ambassador Sondland was in Ukraine. Ambassador Sondland replied, yes, he was in Ukraine and went on to state that President Zelensky “loves your ass.” I then heard President Trump ask, “So he’s going to do the investigation?”","David Holmes","47:23","The President’s voice was loud and recognizable, and Ambassador Sondland held the phone away from his ear for a period of time, presumably because of the loud volume. I heard Ambassador Sondland greet the President and explained he was calling from Kiev. I heard President Trump then clarify that Ambassador Sondland was in Ukraine. Ambassador Sondland replied, yes, he was in Ukraine and went on to state that President Zelensky “loves your ass.” I then heard President Trump ask, “So he’s going to do the investigation?”"
"73","David Holmes: (47:52) Ambassador Sondland replied that, “He’s going to do it,” adding that “President Zelensky will do anything you ask him to do.” Even though I did not take notes of these statements, I have a clear recollection.","David Holmes","47:52","Ambassador Sondland replied that, “He’s going to do it,” adding that “President Zelensky will do anything you ask him to do.” Even though I did not take notes of these statements, I have a clear recollection."
"74","David Holmes: (48:03) Even though I did not take notes of these statements, I have a clear recollection that these statements were made. I believe that my colleagues who were sitting at the table also knew that Ambassador Sondland was speaking with the president.","David Holmes","48:03","Even though I did not take notes of these statements, I have a clear recollection that these statements were made. I believe that my colleagues who were sitting at the table also knew that Ambassador Sondland was speaking with the president."
"75","David Holmes: (48:13) The conversation then shifted to Ambassador Sondland’s efforts on behalf of the president to assist a rapper who was jailed in Sweden. I can only hear Ambassador Sondland’s side of the conversation. Ambassador Sondland told the president that the rapper was quote, “Kind of eff’d there and should have pled guilty.” He recommended that the president, “Wait until after the sentencing or it will only make it worse.” He added that the president should, “Let him get sentenced, play the racism card, give him a ticker tape when he comes home.” Ambassador Sondland further told the president that Sweden, “Should have released him on your word, but that you can tell the Kardashians you tried.”","David Holmes","48:13","The conversation then shifted to Ambassador Sondland’s efforts on behalf of the president to assist a rapper who was jailed in Sweden. I can only hear Ambassador Sondland’s side of the conversation. Ambassador Sondland told the president that the rapper was quote, “Kind of eff’d there and should have pled guilty.” He recommended that the president, “Wait until after the sentencing or it will only make it worse.” He added that the president should, “Let him get sentenced, play the racism card, give him a ticker tape when he comes home.” Ambassador Sondland further told the president that Sweden, “Should have released him on your word, but that you can tell the Kardashians you tried.”"
"76","David Holmes: (48:54) After the call ended, Ambassador Sondland remarked that the president was in a bad mood as Ambassador Sondland stated was often the case early in the morning. I then took the opportunity to ask Ambassador Sondland for his candid impression of the president’s views on Ukraine. In particular, I asked Ambassador Sondland if it was true that the president did not give a expletive about Ukraine. Ambassador Sondland agreed that the president did not give an expletive about Ukraine.","David Holmes","48:54","After the call ended, Ambassador Sondland remarked that the president was in a bad mood as Ambassador Sondland stated was often the case early in the morning. I then took the opportunity to ask Ambassador Sondland for his candid impression of the president’s views on Ukraine. In particular, I asked Ambassador Sondland if it was true that the president did not give a expletive about Ukraine. Ambassador Sondland agreed that the president did not give an expletive about Ukraine."
"77","David Holmes: (49:20) I asked, “Why not?” Ambassador Sondland stated that the president only cares about big stuff. I noted there was big stuff going on in Ukraine, like a war with Russia. Ambassador Sondland replied that he meant big stuff that benefits the president like the Biden investigation that Mr. Giuliani was pushing. The conversation then moved on to other topics.","David Holmes","49:20","I asked, “Why not?” Ambassador Sondland stated that the president only cares about big stuff. I noted there was big stuff going on in Ukraine, like a war with Russia. Ambassador Sondland replied that he meant big stuff that benefits the president like the Biden investigation that Mr. Giuliani was pushing. The conversation then moved on to other topics."
"78","David Holmes: (49:43) Upon returning to the embassy, I immediately briefed my direct supervisor, the deputy chief of mission about Ambassador Sondland’s call with President Trump and my subsequent conversation with Ambassador Sondland. I told others at the embassy about the call as well. I also emailed an embassy official in Sweden regarding the issue with the US rapper that was discussed on the call.","David Holmes","49:43","Upon returning to the embassy, I immediately briefed my direct supervisor, the deputy chief of mission about Ambassador Sondland’s call with President Trump and my subsequent conversation with Ambassador Sondland. I told others at the embassy about the call as well. I also emailed an embassy official in Sweden regarding the issue with the US rapper that was discussed on the call."
"79","David Holmes: (50:04) July 26th was my last day in the office ahead of a long planned vacation that ended on August 6th. After returning to the embassy, I told Ambassador Taylor about the July 26th call. I also repeated repeatedly referred to the call and the conversation with Ambassador Sondland in meetings and conversations where the issue of the president’s interest in Ukraine was potentially relevant.","David Holmes","50:04","July 26th was my last day in the office ahead of a long planned vacation that ended on August 6th. After returning to the embassy, I told Ambassador Taylor about the July 26th call. I also repeated repeatedly referred to the call and the conversation with Ambassador Sondland in meetings and conversations where the issue of the president’s interest in Ukraine was potentially relevant."
